"data_id","balancing_method","imbalanced_ratio","resampling_ratio","rashomon_set_size","auc","f1","bacc","obscurity","discrepancy"
16,"Undersampling",1.20950965824666,1.2,34,1,1,NA,0.0802469135802469,0.545454545454545
16,"Near miss",1.09955423476969,1.2,40,1,1,NA,0.104617604617605,0.634920634920635
16,"SMOTE",1.10069444444444,1.2,41,1,1,NA,0.0715721040189126,0.136170212765957
17,"Original",12.2933333333333,1.2,39,0.952077687443541,NA,0.758536585365854,0.0265407107512371,0.167919799498747
17,"Oversampling",1.19044544867657,1.2,20,0.999815823400952,0.974763406940063,0.971544715447154,0.073377581120944,0.156342182890855
17,"Undersampling",1.23333333333333,1.2,32,0.966666666666667,NA,0.936486486486487,0.0541044776119403,0.17910447761194
17,"Near miss",1.1,1.2,22,0.956565656565657,0.878787878787879,0.877272727272727,0.104617604617605,0.634920634920635
17,"SMOTE",1.10023866348449,1.2,24,0.997330300683959,0.969521044992743,0.950421022067364,0.0715721040189126,0.136170212765957
18,"Original",17.5402298850575,1.2,22,0.99159594627997,NA,0.5,0.0265407107512371,0.167919799498747
18,"Oversampling",1.21367974549311,1.2,37,0.998916972729113,0.994075049374589,NA,0.13828320802005,0.851127819548872
18,"Undersampling",1.23754789272031,1.2,27,0.993491124260355,NA,0.5,0.0921945701357466,0.411764705882353
18,"Near miss",1.09961685823755,1.2,41,0.984547820429408,0.933333333333333,0.5,0.111111111111111,0.477611940298507
18,"SMOTE",1.10021629416006,1.2,34,0.998069533490252,0.991023339317774,0.5,0.0917516218721038,0.15210843373494
19,"Original",25.7650273224044,1.2,18,0.870439368318475,NA,0.658450603307443,0.0222347312130595,0.0526315789473684
19,"Oversampling",1.21426731908318,1.2,19,1,0.994234465086483,0.995227995758218,0.0808140742279052,0.50384193194292
19,"Undersampling",1.24590163934426,1.2,17,0.918625146886016,0.849315068493151,0.851057579318449,0.0883061279100883,0.435643564356436
19,"Near miss",1.0983606557377,1.2,21,0.95945945945946,0.916666666666667,0.920945945945946,0.172342383801197,0.311320754716981
19,"SMOTE",1.10009332711153,1.2,15,0.998557645959555,0.98320787492762,0.975724699478676,0.20107805676856,0.358624454148472
20,"Original",28.0980392156863,1.2,21,0.968292682926829,NA,0.691289198606272,0.0222347312130595,0.0526315789473684
20,"Oversampling",1.2031905961377,1.2,34,1,NA,0.993031358885018,0.072372119168072,0.666666666666667
20,"Undersampling",1.2156862745098,1.2,16,0.937062937062937,0.846153846153846,0.839160839160839,0.152861952861953,0.445454545454545
20,"Near miss",1.09803921568627,1.2,33,0.738636363636364,0.769230769230769,0.746212121212121,0.0822649572649573,0.527777777777778
20,"SMOTE",1.10061443932412,1.2,36,0.999425954850682,0.990512333965844,0.986062717770035,0.0660959100556412,0.489373601789709
21,"Original",12.5786516853933,1.2,11,0.646159582401193,NA,0.5,0.0222347312130595,0.0526315789473684
21,"Oversampling",1.18653948065713,1.2,22,0.999928979794752,0.997347480106101,0.997354497354497,0.0925067418113505,0.659182498560737
21,"Undersampling",1.24719101123595,1.2,5,0.571022727272727,0.450704225352113,0.473484848484849,0.134007585335019,0.663716814159292
21,"Near miss",1.09550561797753,1.2,2,0.738095238095238,0.704225352112676,0.642124542124542,0.0960228521204131,0.432432432432432
21,"SMOTE",1.1002457002457,1.2,11,0.99954927471706,0.981905910735826,0.977098208641833,0.133925268220496,0.649514008004574
1,"Original",129.53125,1.25,3,0.803679131483716,NA,0.5,0.0222347312130595,0.0526315789473684
1,"Oversampling",1.26102829327654,1.25,38,1,NA,0.998793727382388,0.236967443074313,0.541984732824427
1,"Undersampling",1.21875,1.25,22,0.848214285714286,0.875,0.803571428571429,0.173197492163009,0.663793103448276
1,"Near miss",1.25,1.25,20,0.975,0.909090909090909,0.9375,0.0960228521204131,0.432432432432432
1,"SMOTE",1.25,1.25,23,0.999450536454723,0.984363365599404,0.982508137336776,0.133925268220496,0.649514008004574
2,"Original",9.68286445012788,1.25,38,0.854789419191076,NA,0.608379813633479,0.0222347312130595,0.0526315789473684
2,"Oversampling",1.25613802256138,1.25,15,0.998275990321042,0.953359683794466,0.951677408909717,0.0797547996829864,0.456014362657092
2,"Undersampling",1.27109974424552,1.25,29,0.872051282051282,NA,0.810897435897436,0.146565368787591,0.735042735042735
2,"Near miss",1.24808184143223,1.25,43,0.837388801674516,NA,0.796964939822083,0.0960228521204131,0.432432432432432
2,"SMOTE",1.25033025099075,1.25,18,0.980039098896689,0.916393442622951,0.917352421257957,0.133925268220496,0.649514008004574
3,"Original",6.07213578500707,1.25,39,0.90961484857926,NA,0.873878896194396,0.0222347312130595,0.0526315789473684
3,"Oversampling",1.26005283240387,1.25,21,0.999215356448693,0.986181818181818,0.984991768935295,0.276991786126987,0.549939098660171
3,"Undersampling",1.27722772277228,1.25,35,0.912613804373203,NA,0.881098747179208,0.149382716049383,0.608333333333333
3,"Near miss",1.24893917963225,1.25,37,0.904849551856594,NA,0.883562740076825,0.117378917378917,0.376068376068376
3,"SMOTE",1.25014560279557,1.25,39,0.98835177832794,NA,0.961138421338918,0.0690861594439524,0.459066100667071
4,"Original",4.16856600189934,1.25,22,0.767148382256098,NA,NA,0.0205215419501134,0.026530612244898
4,"Oversampling",1.27018813314038,1.25,5,0.942554409277764,0.871383757406762,NA,0.119336936936937,0.667733333333333
4,"Undersampling",1.24298621017594,1.25,40,0.737046002643257,0.647412755716005,NA,0.175213675213675,0.458333333333333
4,"Near miss",1.24964336661912,1.25,36,0.755844361497568,0.652278177458034,NA,0.216803760282021,0.783783783783784
4,"SMOTE",1.25010682238997,1.25,17,0.922055139876293,0.836191171105436,NA,0.110059081957279,0.296924708377519
5,"Original",5.46932515337423,1.25,27,0.834712672947966,NA,NA,0.0205215419501134,0.026530612244898
5,"Oversampling",1.24598183088749,1.25,14,0.963229194116671,0.902229845626072,NA,0.14362611383888,0.704855428259684
5,"Undersampling",1.2638036809816,1.25,35,0.783771106941839,0.733812949640288,NA,0.117402597402597,0.285714285714286
5,"Near miss",1.24846625766871,1.25,37,0.778611632270169,0.738461538461539,NA,0.180589680589681,0.337837837837838
5,"SMOTE",1.25035063113604,1.25,20,0.965607921490275,0.896797153024911,NA,0.224458051454249,0.596958174904943
6,"Original",1.8438995215311,1.25,34,0.938251587623295,NA,NA,0.0205215419501134,0.026530612244898
6,"Oversampling",1.26430182489235,1.25,21,0.969911182296213,0.915463917525773,NA,0.145131358300727,0.691447736165456
6,"Undersampling",1.26420454545455,1.25,34,0.926097143145066,0.838337182448037,NA,0.152777777777778,0.320512820512821
6,"Near miss",1.25,1.25,33,0.930920381629944,NA,NA,0.146567717996289,0.25974025974026
6,"SMOTE",1.2500760263558,1.25,36,0.952896120324006,0.877311799947903,NA,0.133851563945956,0.30094392004442
7,"Original",42.0115384615385,1.25,21,0.971462031558189,NA,0.815018315018315,0.0205215419501134,0.026530612244898
7,"Oversampling",1.26555439694126,1.25,32,0.994813572839051,NA,0.983174071151778,0.125163998950407,0.696744717304397
7,"Undersampling",1.28076923076923,1.25,32,0.960103329506315,NA,0.929535017221584,0.128846153846154,0.3125
7,"Near miss",1.25,1.25,27,0.980769230769231,NA,0.944230769230769,0.146567717996289,0.25974025974026
7,"SMOTE",1.25005722133211,1.25,39,0.994699855826858,0.979461961238068,0.979345311439133,0.133851563945956,0.30094392004442
8,"Original",14.8375,1.25,14,0.92546052631579,NA,0.5,0.0205215419501134,0.026530612244898
8,"Oversampling",1.23839332290037,1.25,34,1,0.992248062015504,NA,0.146290683077677,0.559045956951716
8,"Undersampling",1.275,1.25,23,0.925,0.870967741935484,0.5,0.123316796598157,0.216867469879518
8,"Near miss",1.25,1.25,23,0.9234375,NA,0.5,0.146567717996289,0.25974025974026
8,"SMOTE",1.25013164823591,1.25,26,0.996919667590027,0.97522816166884,NA,0.133851563945956,0.30094392004442
9,"Original",13.4025974025974,1.25,16,0.805797101449275,NA,NA,0.0205215419501134,0.026530612244898
9,"Oversampling",1.25242718446602,1.25,23,0.999648660518226,NA,NA,0.166094335898954,0.710479573712256
9,"Undersampling",1.31168831168831,1.25,9,0.857142857142857,0.785714285714286,NA,0.141604010025063,0.25
9,"Near miss",1.24675324675325,1.25,11,0.903125,0.88235294117647,NA,0.16982214572576,0.759036144578313
9,"SMOTE",1.25090909090909,1.25,15,0.996779388083736,0.978978978978979,NA,0.129382734236888,0.397171479080731
10,"Original",8.76875,1.25,21,0.902455357142858,NA,NA,0.0575597242263909,0.96969696969697
10,"Oversampling",1.25491949910555,1.25,16,0.995926339285714,0.96137339055794,NA,0.0642433044295417,0.36077057793345
10,"Undersampling",1.275,1.25,20,0.815625,0.742857142857143,NA,0.059375,0.2
10,"Near miss",1.25,1.25,28,0.862890625,0.805970149253731,NA,0.0416666666666667,0.238095238095238
10,"SMOTE",1.25044563279857,1.25,21,0.985809523809523,0.942477876106195,NA,0.0734126984126984,0.47212543554007
11,"Original",7.19101123595506,1.25,22,0.934933035714286,NA,NA,0.0575597242263909,0.96969696969697
11,"Oversampling",1.25613346418057,1.25,24,0.993585324754902,0.961722488038278,NA,0.0896871827104385,0.493738819320215
11,"Undersampling",1.29213483146067,1.25,22,0.894323671497585,0.814814814814815,NA,0.0803030303030303,0.590909090909091
11,"Near miss",1.24719101123595,1.25,14,0.937184343434343,0.864864864864865,NA,0.228571428571429,0.571428571428571
11,"SMOTE",1.25,1.25,27,0.990062040441177,NA,NA,0.095,0.492857142857143
12,"Original",2.40731399747793,1.25,24,0.956678685501664,NA,0.5,0.0575597242263909,0.96969696969697
12,"Oversampling",1.25633432050016,1.25,17,0.98358277073574,0.927258193445244,0.5,0.12761691336911,0.517367458866545
12,"Undersampling",1.2452711223203,1.25,19,0.941724234316975,0.85972850678733,0.5,0.106060606060606,0.272727272727273
12,"Near miss",1.24968474148802,1.25,21,0.944063274251954,NA,0.5,0.193675889328063,0.434782608695652
12,"SMOTE",1.25016371971185,1.25,20,0.971302730910619,0.910685805422648,0.5,0.102747364152474,0.5
13,"Original",1.96348314606742,1.25,38,0.946020408163265,NA,0.5,0.0575597242263909,0.96969696969697
13,"Oversampling",1.28729281767956,1.25,19,0.978964613368282,0.923766816143498,0.5,0.102656173143138,0.471028037383178
13,"Undersampling",1.2752808988764,1.25,19,0.939484126984127,0.82962962962963,0.5,0.0839160839160839,0.181818181818182
13,"Near miss",1.25,1.25,17,0.922596754057428,0.830985915492958,0.5,0.193675889328063,0.434782608695652
13,"SMOTE",1.25044722719141,1.25,22,0.957461734693877,0.877358490566038,NA,0.102747364152474,0.5
14,"Original",1.53778268063982,1.25,40,0.984418969756213,NA,0.941371189904914,0.0575597242263909,0.96969696969697
14,"Oversampling",1.24742729306488,1.25,37,0.993260526168081,0.967177242888403,0.971109667797263,0.108197271303959,0.522813688212928
14,"Undersampling",1.23827909542195,1.25,31,0.989362487541375,NA,0.948187500769051,0.140625,0.458333333333333
14,"Near miss",1.24986210700496,1.25,25,0.985691946357727,NA,0.950610898824446,0.193675889328063,0.434782608695652
14,"SMOTE",1.25022421524664,1.25,42,0.988676728225405,0.954393770856507,0.955177041644567,0.102747364152474,0.5
15,"Original",5.07101449275362,1.25,17,0.87265010351967,0.537585421412301,0.6976966873706,0.0575597242263909,0.96969696969697
15,"Oversampling",1.27703703703704,1.25,18,0.975850995504175,0.918518518518519,0.918796831513595,0.109546925566343,0.549514563106796
15,"Undersampling",1.3010752688172,1.25,19,0.889802631578947,0.805194805194805,0.824561403508772,0.0486111111111111,0.416666666666667
15,"Near miss",1.24731182795699,1.25,15,0.876430205949657,0.753246753246753,0.762013729977117,0.170138888888889,0.541666666666667
15,"SMOTE",1.2510885341074,1.25,24,0.968794504481862,0.896057347670251,0.895786210940772,0.0881317264295988,0.462282398452611
16,"Original",1.88410104011887,1.25,44,1,NA,NA,0,0
16,"Oversampling",1.2542037586548,1.25,38,1,NA,NA,0.188216243148978,0.455156950672646
16,"Undersampling",1.26597325408618,1.25,40,1,NA,NA,0,0
16,"Near miss",1.24962852897474,1.25,38,1,NA,NA,0.177083333333333,0.402777777777778
16,"SMOTE",1.25049309664694,1.25,38,1,NA,NA,0.133429210610419,0.376957494407159
17,"Original",12.2933333333333,1.25,39,0.952077687443541,NA,0.758536585365854,0,0
17,"Oversampling",1.24594594594595,1.25,24,0.999816890060792,NA,0.971544715447154,0.164534041525833,0.528669724770642
17,"Undersampling",1.27333333333333,1.25,26,0.880701754385965,NA,0.828070175438597,0.189189189189189,0.405405405405405
17,"Near miss",1.24666666666667,1.25,27,0.879279279279279,0.84375,0.852252252252252,0.272450532724505,0.397260273972603
17,"SMOTE",1.25016949152542,1.25,26,0.993900142391254,0.955665024630542,0.962055027329934,0.154567583046964,0.380297823596793
18,"Original",17.5402298850575,1.25,22,0.99159594627997,NA,0.5,0,0
18,"Oversampling",1.26011560693642,1.25,39,0.99972406678937,NA,NA,0.189473684210526,0.525146198830409
18,"Undersampling",1.28352490421456,1.25,27,0.998591945930724,NA,0.5,0.291866028708134,0.532467532467532
18,"Near miss",1.24904214559387,1.25,30,0.987278106508876,0.942307692307692,0.5,0.310810810810811,0.621621621621622
18,"SMOTE",1.25013653741125,1.25,39,0.998132338836033,0.990514905149051,0.5,0.276878858846072,0.375878220140515
19,"Original",25.7650273224044,1.25,18,0.870439368318475,NA,0.658450603307443,0,0
19,"Oversampling",1.26339764201501,1.25,30,1,0.992021276595745,0.993637327677625,0.198922902494331,0.564285714285714
19,"Undersampling",1.2896174863388,1.25,19,0.900517538815411,0.818181818181818,0.843588269120184,0.253164556962025,0.40506329113924
19,"Near miss",1.24590163934426,1.25,21,0.88924794359577,0.828571428571429,0.832256169212691,0.310810810810811,0.621621621621622
19,"SMOTE",1.25,1.25,16,0.998873452579526,0.98090849242923,0.979051281113665,0.276878858846072,0.375878220140515
20,"Original",28.0980392156863,1.25,21,0.968292682926829,NA,0.691289198606272,0,0
20,"Oversampling",1.25922671353251,1.25,36,1,0.995633187772926,0.993031358885018,0.17129476584022,0.461818181818182
20,"Undersampling",1.25490196078431,1.25,24,0.937062937062937,NA,0.870629370629371,0.17,0.225
20,"Near miss",1.23529411764706,1.25,24,0.951048951048951,0.909090909090909,0.877622377622378,0.310810810810811,0.621621621621622
20,"SMOTE",1.25043630017452,1.25,39,0.999636418724436,NA,0.991289198606272,0.276878858846072,0.375878220140515
21,"Original",12.5786516853933,1.25,11,0.646159582401193,NA,0.5,0,0
21,"Oversampling",1.23633351739371,1.25,17,0.99724517906336,0.991666666666667,0.991735537190083,0.205737109658678,0.477777777777778
21,"Undersampling",1.29213483146067,1.25,7,0.639492753623188,0.575,0.594806763285024,0.343205574912892,0.463414634146341
21,"Near miss",1.24719101123595,1.25,7,0.577020202020202,0.563380281690141,0.607323232323232,0.189285714285714,0.3625
21,"SMOTE",1.250139586823,1.25,13,0.999316952731876,0.984827586206897,0.973116763483917,0.116819747416762,0.42910447761194
